compra_renta,tipo,precio,superficie,municipio
Renta,Casa en Renta Col San Miguel II Apodaca Nuevo Leon,"$8,000",90 m²,San Miguel
Renta,CASA EN RENTA Col CUMBRES PROVENZA SECT AQUA MONTERREY NL,"$16,500",119 m²,N.L.
Renta,Casa en RENTA Col COLONIA PALMAS IV SEC APODACA NL,"$9,000",,Cd Apodaca
Renta,Casa en RENTA para Negocio u Oficinas Col Apodaca Centro Apodaca NL,"$15,500",137 m²,Apodaca Centro
Renta,RENTA DE TOWNHOUSE Col CONDOCASA CUMBRES MONTERREY NL,"$16,000",98 m²,Condocasa Cumbres
Renta,Departamento en Renta Col Mitras Centro Monterrey NL,"$18,500",79 m²,Mitras Centro
Renta,CASA EN RENTA EN MITRAS CENTRO,"$55,000",500 m²,Mitras Centro
Renta,CASA VENTA VALLE/RÍOS (amueblada y equipada),"$180,000",400 m²,Del Valle
Renta,CASA EN VENTA EN VALLE RÍOS,"$180,000",400 m²,Del Valle
Renta,"DEPARTAMENTO EN RENTA EN DISTRITO DOMO, SANTA CATARINA","$22,500",,El Lechugal
Renta,Se renta departamento en zona TEC,"$35,000",120 m²,Ladrillera
Renta,"Casa en Renta en Apodaca, cerca a Citadel y Paseo La Fé","$12,500",,Valle del Pedregal
Renta,Depa en RENTA 1 rec con terraza Centro de Monterrey Torre La Capital,"$17,227",,Centro
Renta,CASA EN RENTA EN PRIVADA DE LA FUENTE POR AVENIDA LA LUZ EN MONTERREY,"$22,000",144 m²,Lomas de Satélite
Renta,Departamento en Renta Tecnológico de Mty. N.L.,"$8,500",,Tecnológico
Renta,Casa en Renta Cumbres Elite Monterrey,"$17,500",,Monterrey
Renta,EXCELENTE CASA AMUEBLADA EN RENTA COL LOS PARQUES DIAMANTE GARCIA N L,"$10,000",,Parques Diamante
Renta,Casa en Renta Miravista Escobedo N.L.,"$15,000",,Jardines del Cañada
Renta,Departamento en Renta Centro de Monterrey,"$8,000",,Loma Larga
Renta,Casa en Renta Privalia Concordia Apodaca N.L.,"$10,000",,Cd Apodaca
Renta,Casa en Renta Amueblada en Los Alebrijes Escobedo,"$12,000",,N.L.
Renta,DEPARTAMENTO AMUEBLADO EN RENTA EN TORRE ATRIA,"$42,000",,Residencial Santa Barbara
Renta,"CASA AMUEBLADA EN RENTA EN ANAHUAC, SAN PATRICIO","$23,000",,Cd Gral Escobedo
Renta,"DEPARTAMENTO EN RENTA EN ARBOLEDA, TORRE NUBE/VILLAS","$90,000",,Valle del Campestre
Renta,DEPARTAMENTO EN RENTA EN DEL VALLE,"$55,000",,Del Valle
Renta,"DEPARTAMENTO EN RENTA EN LOVFT, VALLE PONIENTE","$20,000",,Santa Catarina
Renta,DEPARTAMENTO EN RENTA EN CENTRITO,"$18,000",,San Pedro Garza García
Renta,CASA EN RENTA EN PUERTA DE HIERRO,"$17,500",133 m²,Monterrey
Renta,"CASA EN RENTA EN CUMBRES, PUERTA DE HIERRO","$20,500",,Monterrey
Renta,DEPARTAMENTO EN RENTA EN LA MESETA,"$28,800",,Dinastía
Renta,DEPARTAMENTO EN RENTA EN TORRE KYO MIDTOWN,"$19,000",,Centro
Renta,CASA EN RENTA EN RESIDENCIAL LA ESCONDIDA,"$25,000",200 m²,Residencial La Escondida
Renta,CASA EN RENTA EN ALTRYSA,"$15,600",133 m²,Paseo de las Minas
Renta,CASA EN RENTA APODACA,"$9,000",130 m²,N.L.
Renta,CASA NUEVA EN RENTA EQUIPADA EN KATAVIA APODACA,"$22,000",,N.L.
Renta,"CASA EN RENTA EN PRIVADA SAN ANGEL GUADALUPE,RUIZ CORTINES, DULCES NOMBRES","$10,500",104 m²,N.L.
Renta,"DEPARTAMENTO EN RENTA EN DISTRITO DOMO, SANTA CATARINA","$24,000",,El Lechugal
Renta,DEPARTAMENTO EN RENTA EN EL LECHUGAL,"$22,000",,El Lechugal
Renta,DEPARTAMENTO AMUEBLADO EN RENTA EN SANTA CATARINA,"$28,500",,Rincón de las Huertas
Renta,DEPARTAMENTO EN RENTA EN ZONA CENTRO,"$30,000",,Centro
Renta,CASA EN RENTA EN SAN PEDRO,"$22,500",,Valle de Vasconcelos
Renta,DEPARTAMENTO EN RENTA EN SAN JERÓNIMO,"$25,000",,Colinas de San Jerónimo
Renta,CASA EN RENTA EN PRIVADAS DEL PASEO,"$38,000",207 m²,Lomas del Paseo
Renta,DEPARTAMENTO EN RENTA EN CENTRITO VALLE,"$18,500",,San Pedro Garza García
Renta,DEPARTAMENTO EN RENTA EN CENTRITO VALLE,"$15,000",,San Pedro Garza García
Renta,DEPARTAMENTO EN RENTA AMUEBLADO pet friendly avenida vasconcelos DEL VALLE SAN PEDRO,"$18,000",,Del Valle Sector Fátima
Renta,CASA EN RENTA EQUIPADA LAS LOMAS SECTOR BOSQUES GARCIA,"$11,000",119 m²,Las Lomas Sector Bosques
Renta,CASA EN RENTA SEMI AMUEBLADA por provenza y dominio CUMBRES LA RIOJA GARCIA,"$12,450",134 m²,N.L.
Renta,DEPARTAMENTO EN RENTA cerca la huasteca y valle poniente HUASTECA LIVING SANTA CATARINA,"$12,000",,Pedregal de la Huasteca
Renta,DEPARTAMENTO EN RENTA por avenida insurgentes SAN JEMO MONTERREY,"$13,000",,San Jeronimo
Renta,CASA EN RENTA pet friendly PRIVADAS DE LINDORA ESCOBEDO,"$14,000",112 m²,Privadas de Anáhuac Sector Irlandes
Renta,DEPARTAMENTO EN RENTA POR MITRAS CENTRO y CLINICA 17 IMSS MONTERREY,"$13,000",,Benito Juárez
Renta,CASA EN RENTA LAS LOMAS SECTOR JARDINES GARCIA,"$13,000",119 m²,Las Lomas Sector Jardines
Renta,CASA EN RENTA AMUEBLADA PUERTA DE HIERRO CUMBRES,"$22,500",230 m²,Residencial Puerta de Hierro
Renta,CASA EN RENTA pet friendly amueblada MISION SAN JOSE APODACA,"$12,000",96 m²,Misión San José 1er Sector
Renta,DEPARTAMENTO EN RENTA EQUIPADO CENTRO DE SAN NICOLAS,"$7,000",,Centro
Renta,CASA HABITACION EN RENTA EN ESCOBEDO NL COL. PRIVADAS DEL CANADA / SECTOR ONTARIO /PRIVADA/ESQUINA/,"$19,500",168 m²,Cd Gral Escobedo
Renta,CASA SEMIAMUEBLADA ALMERIA APODACA,"$9,500",,Almería
Renta,Renta Departamento en Santa Catarina en Torre Jardin Secreto cercano a Consulado Americano,"$25,419",,Sin Nombre de Col 25
Renta,CASA EN RENTA pet friendly ESPACIO CUMBRES MONTERREY,"$18,000",150 m²,Monterrey
Renta,DEPARTAMENTO LOFT EN RENTA AMUEBLADO pet friendly CUMBRES ALLEGRO,"$16,000",,Monterrey
Renta,CASA EN RENTA AMUEBLADA por la reserva en CERRADAS SOLÉ GARCIA,"$15,500",115 m²,N.L.
Renta,CASA EN RENTA pet friendly por anillo periférico COLINAS DE SAN JERONIMO,"$40,000",226 m²,Colinas de San Jerónimo
Renta,Casa en renta amueblada en Paraje Santa Rosa Apodaca,"$12,000",,Paraje Santa Rosa
Renta,"DEPARTAMENTO O LOCAL EN RENTA EN SANTA ROSA, APODACA","$6,000",,Santa Rosa
Renta,CASA EN RENTA LAS PUENTES 9o SECTOR EN SAN NICOLAS,"$8,500",120 m²,Las Puetes 9o Sector
Renta,DEPARTAMENTO EN RENTA EN COLINAS DE SAN JERONIMO,"$19,000",,Colinas de San Jerónimo
Renta,HERMOSA CASA EN RENTA EN APODACA,"$10,000",,Bosques de Huinalá
Renta,Casa en Renta en Colinas de San Jerónimo,"$26,500",250 m²,Colinas de San Jerónimo
Renta,"Casa sola en renta en San Pedro Garza Garcia Centro, San Pedro Garza García, Nuevo León","$20,000",147 m²,Casco Urbano
Renta,"PRO5428 Casas en Renta, Jardines de Andalucia en Guadalupe","$9,500",,Sin Nombre de Col 66
Renta,Casa en renta en Valle Azul Apodaca NL sector privado en esquina frente a parque,"$11,500",270 m²,Valle Azul
Renta,Casas Renta General Escobedo Zona Escobedo 69-CR-2194,"$14,500",254 m²,Cd Gral Escobedo
Renta,CASA AMUEBLADA EN RENTA CON TERRENO EXCEDENTE EN CORINTO RDAL APODACA,"$18,000",119 m²,Hacienda del Moro
Renta,DEPARTAMENTO EN RENTA EN CONDOMINIO SAINT ANGELO LINDAVISTA GUADALUPE,"$14,000",100 m²,Torres de Linda Vista
Renta,Departamento en Renta en KYO,"$19,500",80 m²,Centro
Renta,Casa Comercial en Renta Centro,"$25,000",154 m²,Buenos Aires
Renta,Casa uso de suelo Comercial  en Renta en Obispado,"$89,000",447 m²,Obispado
Renta,Casa Comercial en Venta en El Centro,"$8,400,000",387 m²,Venustiano Carranza
Renta,"CASA EN RENTA EN ESTANZA RESIDENCIAL, MTY, N.L.","$30,000",,Pedregal La Silla
Renta,Departamento tipo loft en RENTA Torre LATITUD  VALLE ORIENTE San Pedro Monterrey,"$20,760",,Ampliación Valle del Mirador
Renta,DEPARTAMENTO EN RENTA NUEVA MADERO MONTERREY,"$7,000",,Nueva Madero
Renta,Edificio de Oficinas en Renta en Valle,"$382,280",1006 m²,Del Valle
Renta,Terreno en Venta Colinas del Valle,"$5,600,000",307 m²,Colinas del Valle
Renta,Departamento en Venta en Valle Oriente,"$21,000,000",355 m²,Santa Fe
Renta,Local en Renta en Fleteros,"$42,400",424 m²,San Jeronimo
Renta,Departamento en Venta Cantera,"$6,500,000",101 m²,Colinas de San Jerónimo
Renta,Departamento en Renta en Cantera,"$35,000",135 m²,Colinas de San Jerónimo
Renta,Casa en Renta Lagos del Vergel,"$150,000",2500 m²,Campestre Bugambilias
Renta,Local en Renta en Gonzalitos,"$82,340",397 m²,San Jeronimo
Renta,Zona Tec de Monterrey Bonito Depa de 1 Recamara y excelentes amenidades,"$22,000",,Lth
Renta,Bonito departamento equipado-1 Recamara en zona Tec,"$22,000",,Ladrillera
Renta,Depa en nuevo sur de 1 Recamara a 5 min del Tec de Monterrey,"$22,000",,Ladrillera
Renta,"PRO5457 Casas en Renta, Ampliación Valle del Mirador en San Pedro Garza Garcia","$24,000",300 m²,Valle del Mirador
Renta,RENTA de DEPARTAMENTO Amueblado Tipo LOFT Zona Contry MONTERREY Nuevo Leon,"$11,000",50 m²,Pedregal La Silla
Renta,Casa en Renta en Valle,"$45,000",500 m²,Del Valle
Renta,Casa en Renta en Cumbres Montenova,"$14,500",112 m²,N.L.
Renta,Departamento en Renta en Lindavista,"$18,000",94 m²,Torres de Linda Vista
Renta,Departamento - Residencial Santa Fé,"$18,000",,Los Cristales 1er Sector
Renta,Departamento en Renta en Metropolitan,"$50,000",137 m²,Valle Oriente
Renta,Departamento en Renta Obispado,"$22,100",50 m²,Obispado
Renta,Departamento en Renta en Punto Central,"$130,000",586 m²,Del Valle
Renta,HERMOSA QUINTA CON CASA EN RENTA MARIN NUEVO LEON,"$20,000",,Marín
Renta,CASA EN RENTA equipada y pet friendly MITRAS BICENTENARIO GARCIA,"$8,000",73 m²,Mitras Bicentenario
Renta,DEPARTAMENTO EN RENTA EN TORRE NAVE 01 APODACA NL,"$15,000",,El Milagro
Renta,Casa en Renta en Cumbres Madeira,"$23,000",144 m²,Cumbres Madeira
Renta,Casa en Renta en Villas  la Rioja,"$26,000",220 m²,Monterrey
Renta,Departamento en renta en San Jerónimo,"$16,000",95 m²,San Jeronimo
Renta,"PRO5494 Departamentos en Renta, Villa del Río en Monterrey","$10,000",,Villa del Río
Renta,"PRO5491 Departamentos en Renta, Buenos Aires en Monterrey","$9,000",40 m²,Paraíso
Renta,"PRO5477 Casas en Renta, Contry Sol en Guadalupe","$32,000",250 m²,Rincón del Contry
Renta,Departamentos Renta Monterrey  27-DR-4539,"$26,000",100 m²,Monterrey
Renta,Departamento Amueblados San Pedro,"$25,000",,Casco Urbano
Renta,CASA EN RENTA EN MISION GUADALUPE NL,"$12,000",,Arboledas del Oriente
Renta,DEPARTAMENTO EN RENTA EN TORRE NAVE 01 APODACA NL,"$15,000",,El Milagro
Renta,CASA EN RENTA EN VALLE DEL SUALDERO APODACA NL,"$10,500",,Valle del Salduero
Renta,DEPARTAMENTO EN RENTA EN SATELITE MIRADORES MTY,"$18,000",,Satélite Miradores
Renta,DEPARTAMENTO EN RENTA EN TORRE HISTORICAH ZONA CENTRO MTY NL,"$24,500",,Centro
Renta,DEPARTAMENTO EN RENTA EN TORRE CATEHUA MTY NL,"$16,000",,Sin Nombre de Col 20
Renta,DEPARTAMENTO EN RENTA EN TORRE NAVE 01 APODACA NL,"$16,500",,El Milagro
Renta,"CASA EN RENTA EN KATAVIA RESIDENCIAL, APODACA, N.L.","$18,500",,N.L.
Renta,"DEPARTAMENTO EN RENTA EN LIVING SAN NICOLAS, N.L.","$15,000",,San Nicolás de los Garza
Renta,Casa - Valle del Salduero,"$10,500",,Valle del Salduero
Renta,"DEPARTAMENTO EN RENTA EN TORRE NAVE 01, APODACA, N.L.","$15,000",,El Milagro
Renta,"DEPARTAMENTO EN RENTA EN LIVING SAN NICOLAS, N.L.","$16,000",,San Nicolás de los Garza
Renta,RENTA DE CASA CONTRY SOL GUADALUPE N.L.,"$32,000",250 m²,Contry Sol
Renta,CASA EN RENTA APODACA,"$9,000",130 m²,N.L.
Renta,Departamento TEC,"$11,000",,Monterrey
Renta,"DEPARTAMENTO EN RENTA EN TORRE NAVE 01 APODACA, N.L.","$15,000",,Cd Apodaca
Renta,"DEPARTAMENTO EN RENTA EN TORRE CATEHUA, MTY, N.L.","$16,000",,Regina
Renta,"CUARTO COMPATIDO EN RENTA EN ZONA TEC. MONTERREY, N.L.","$11,000",,Alta Vista
Renta,PENTHOUSE  EN RENTA EN EL SEMILLERO  CENTRO DE MONTERREY DOBLE ALTURA,"$21,000",,Centro
Renta,"DEPARTAMENTO EN RENTA EN CATEHUA, MONTERREY, N.L.","$18,500",,Regina
Renta,Casas Renta Apodaca  24-CR-6624,"$12,500",112 m²,Cd Apodaca
Renta,CASA EN VENTA COLONIA CONTRY LA SILLA  MONTERREY N L.,"$8,990,000",400 m²,Contry La Silla 7o Sector
Renta,Departamento en renta 1 recamara Torre Latitud  zona valle oriente San Pedro,"$22,580",,Haciendas de La Sierra
Renta,DEPARTAMENTO EN RENTA EN LIVING SAN NICOLAS NL,"$15,000",,Azteca
Renta,"CUARTO EN RENTA EN ZONA TEC. MONTERREY, N.L.","$11,000",,Tecnológico
Renta,DEPARTAMENTO EN RENTA EN CATEHUA MTY NL,"$18,500",,Sin Nombre de Col 20
Renta,CASA EN RENTA EN KATAVIA RESIDENCIAL APODACA NL,"$18,500",,N.L.
Renta,LOFT O SUITE  LUJO NUEVO AMUEBLADO PET FRENDLY 1 ESTACIO BAÑO COCINETA MITRAS SUR MTY,"$12,500",,Mitras Sur
Renta,CASA EN RENTA EN CUMBRES ALLEGRO,"$18,500",,Monterrey
Renta,"DEPARTAMENTO EN RENTA EN SAN PEDRO, NL","$46,500",,Valle Oriente
Renta,"Casa en renta  Amueblada en Real de San Agustín , San Pedro Garza Garcia","$38,000",180 m²,Santa Fe
Renta,"Departamento en Renta en Santa Fe Living, Guadalupe Nuevo León.","$16,500",,Dos de Junio
Renta,"Departamento en Renta en Santa Fe Living, Fraccionamiento Privado.","$17,500",,La Fe
Renta,CASA EN RENTA SIERRA ALTA ZONA CARRETERA NACIONAL MONTERREY,"$55,000",700 m²,Rincon del Valle Alto
Renta,CASA EN RENTA EN GUADALUPE NUEVO LEON,"$13,999",,Azteca
Renta,Casa en renta Apodaca Centro Aeropuerto,"$14,000",,Cd Apodaca
Renta,"CASA EN RENTA EN ESTANZA RESIDENCIAL, MTY, N.L.","$30,000",,Pedregal La Silla
Renta,LZ RENTA DE CASA EN PRIVALIA HUINALA,"$7,500",96 m²,Privalia Huinalá
Renta,"PRO4634 Departamentos en Renta, Contry la Silla en Guadalupe","$9,000",,Sin Nombre de Col 59
Renta,Depa en RENTA 1 rec 1 baño Centro Monterrey Torre La Capital,"$19,868",,Centro
Renta,DEPARTAMENTO EN RENTA cerca ruiz cortines NUEVA LINDAVISTA GUADALUPE,"$10,500",,Nueva Linda Vista
Renta,DEPARTAMENTO EN RENTA cerca ruiz cortines NUEVA LINDAVISTA  GUADALUPE,"$8,000",,Nueva Linda Vista
Renta,CASA EN RENTA por dominio cumbres PRIVALIA CUMBRES GARCIA,"$16,000",120 m²,Privalia Cumbres
Renta,CASA EN RENTA pet friendly REAL DE SAN MIGUEL GUADALUPE,"$11,000",90 m²,Real de San Miguel
Renta,DEPARTAMENTO DE 2 REC EN NUEVO SUR,"$27,900",1 m²,Ladrillera
Renta,LOFT O SUITE  LUJO NUEVO AMUEBLADO PET FRENDLY 1 ESTACIO BAÑO COCINETA MITRAS SUR MTY,"$12,500",100 m²,Mitras Sur
Renta,Departamento en RENTA amueblando T. arcangeles valle oriente  san pedro,"$69,000",,Zona Loma Larga Poniente
Renta,Casas Renta Guadalupe  62-CR-1806,"$19,000",225 m²,Villa de San Miguel
Renta,Departamentos Renta San Pedro Garza García  62-DR-1844,"$18,000",33 m²,San Pedro Garza García
Renta,Departamentos Renta San Pedro Garza García Zona Valle 62-DR-1842,"$17,500",28 m²,Fuentes del Valle
Renta,Departamentos Renta San Pedro Garza García  62-DR-1843,"$18,000",32 m²,Fuentes del Valle
Renta,Casas Renta García Zona Cumbres 62-CR-1863,"$17,500",126 m²,N.L.
Renta,Casas Renta García Zona García 62-CR-1869,"$11,900",105 m²,N.L.
Renta,Casas Renta García Zona Cumbres 62-CR-1884,"$14,500",112 m²,N.L.
Renta,Casas Renta Monterrey Zona Cumbres 62-CR-1886,"$21,500",144 m²,Monterrey
Renta,Departamentos Renta Monterrey Zona Centro 62-DR-1889,"$11,000",37 m²,Industrial
Renta,Departamentos Renta San Pedro Garza García  62-DR-1899,"$38,000",160 m²,Zona Loma Larga Oriente
Renta,Casas Renta San Nicolás de los Garza  62-CR-1905,"$9,000",180 m²,Sin Nombre de Col 15
Renta,DEPARTAMENTO EN RENTA EN TORRE NAVE 01 APODACA NL,"$15,000",,El Milagro
Renta,Casa Cumbres Samsara Garcia Nuevo Leon,"$17,000",,N.L.
Renta,"PRO5500 Casas en Renta, Terrazas en Guadalupe","$12,000",105 m²,Lomas de San Roque
Renta,Casas Renta Monterrey  62-CR-1945,"$17,500",133 m²,Monterrey
Renta,Casas Renta General Escobedo Zona Escobedo 62-CR-1950,"$14,500",135 m²,Privadas de Anáhuac
Renta,Departamentos Renta Monterrey Zona Cumbres 62-DR-1959,"$24,000",123 m²,San Jerónimo
Renta,Casas Renta Monterrey Zona Cumbres 62-CR-1968,"$20,000",144 m²,Monterrey
Renta,Departamentos Renta Monterrey  62-DR-1967,"$12,300",81 m²,Del Maestro
Renta,Casas Renta García Zona Cumbres 62-CR-1972,"$17,900",126 m²,N.L.
Renta,DEPARTAMENTO ZONA VALLE A 2 CDAS LAZARO CARDENAS RESIDENCIAL SAN AGUSTIN SAN PEDRO GZA GCIA NL,"$25,000",130 m²,Residencial San Agustín 1er Sector
Renta,Casa en renta en Mitras Poniente Sector Jordan 4 recámaras,"$12,000",,Mitras Poniente
Renta,Departamento en renta en Balcones de las Puentes 2 recámaras,"$7,300",,Balcones de las Puentes
Renta,RENTA DEPARTAMENTO CENTRO ENTREGA INMEDIATA 2022,"$20,000",,Centro
Renta,RENTA DEPARTAMENTO CENTRO ENTREGA INMEDIATA 2022,"$18,000",,Centro
Renta,DEPARTAMENTO EN RENTA NUEVO SUR MONTERREY SEMIEQUIPADO DISPONIBLE EN OCT 22,"$21,000",,Ladrillera
Renta,Renta Departamento Fuentes del Valle San Pedro Garza Garcia,"$18,000",,Fuentes del Valle
Renta,RENTA DEPARTAMENTOS EN  ZONA CENTRO A 5 MIN DEL TEC AREA CENTRO SANTA LUCIA MONTERREY NL,"$14,493",,Centro
Renta,Renta Departamento Loft con Terraza  Paseo Santa Lucía a 6 minutos TEC de Mty,"$17,230",,Centro
Renta,Renta Departamento 2 Recamaras Zona Centro Santa Lucia Monterrey a 6 minutos Tec ITESM,"$21,300",,Centro
Renta,"APROVECHA ULTIMO  DEPARTAMENTO 1 RECAMARA NUEVO SUR, MONTERREY, N.L. (NO AMUEBLADO) SOLO EQUIPADO","$19,400",,Ladrillera
Renta,RENTA DEPARTAMENTO EN VALLE ORIENTE SAN PEDRO GARZA GARCIA NUEVO LEON,"$20,761",,Haciendas de La Sierra
Renta,Departamento - Apodaca Centro,"$5,500",,Apodaca Centro
Renta,PROXIMAMENTE RENTA CASA LOS NOGALES  SANTIAGO NL  CARRETERA NACIONAL  CERCA DEL  STOCK AND WOODS ...,"$32,000",,Los Querubines
Renta,Departamento en RENTA 2 Rec 1 Baños NO AMUEBLADO La Capital Centro Monterrey,"$21,428",,Centro
Renta,CASA EN RENTA EN APODACA ALTARIA RESIDENCIAL EQUIPADA CON TERRENO EXCEDENTE,"$11,500",1 m²,Sebastián Elizondo II
Renta,CASA EN RENTA pet friendly CERRADAS DE CUMBRES MONTERREY,"$14,600",129 m²,Cerradas de Cumbres
Renta,RENTA  DEPARTAMENTO VALLE ORIENTE TODO INCLUIDO SAN PEDRO GARZA GARCIA NL,"$18,450",,Residencial San Agustín 1er Sector
Renta,Renta Casa La Joya Residencial Monterrey Nuevo Leon a 7 Minutos Esfera,"$35,000",,La Joya Privada Residencial
Renta,RENTA DEPARTAMENTOS VALLE OTE SAN PEDRO GARZA GARCIA,"$18,450",,Residencial San Agustín 1er Sector
Renta,"RENTA DEPARTAMENTOS EN  ZONA CENTRO, A 5 MIN DEL TEC, AREA CENTRO-SANTA LUCIA, MONTERREY, N.L.","$14,500",,Centro
Renta,DEPARTAMENTO EN RENTA VALLE ORIENTE,"$22,600",,Haciendas de La Sierra
Renta,"RENTA LOFT DEPARTAMENTOS AMUEBLADO ZONA CENTRO, MONTERREY, NL","$10,000",,Centro
Renta,DEPARTAMENTO EN RENTA SAN JEMO,"$19,000",,Colinas de San Jerónimo 4o. Sector
Renta,Departamento en renta en Costa Hermosa 2 recámaras,"$1,250
                    
                        USD",,Colinas de San Jerónimo 1o. Sector
Renta,RENTA DEPARTAMENTOS  3 RECAMARAS ZONA CENTRO A 6 MIN DEL TEC  MONTERREY NUEVO LEON,"$27,000",,Centro
Renta,Renta Departamentos en El Centro de Monterrey Edificio Urbania,,48 m²,Centro
Renta,Casa en Privada,"$20,000",150 m²,Monterrey
Renta,Casa en renta colonia Roma Monterrey Nuevo León Zona Sur Zona Tec Tec,"$20,000",200 m²,Roma
Renta,Departamento en renta Las Brisas Monterrey Nuevo León Zona Sur,"$13,500",,Las Brisas 9o. Sector
Renta,CASA CONTRY SILLA,"$55,000",452 m²,Contry La Silla 4o Sector
Renta,Departamento en Renta en Zona sur de Monterrey,"$23,000",,Centro
Renta,"Casa en venta en la joya, zona sur carretera Nacional.","$11,800,000",371 m²,Sin Nombre de Col 54
Renta,"Casa en Renta en Jardines de San Patricio, Apodaca","$9,800",105 m²,Jardines de San Patricio
Renta,"Renta de Casa en colonia Azteca Guadalupe, Nuevo León","$9,500",,Azteca
Renta,Casa en Renta las Palmas Guadalupe - 7933,"$7,500",,Las Palmas
Renta,"Departamento en Renta Zona Contry Remodelado Monterrey, Nuevo León","$14,500",,Contry
Renta,Casa en Renta Amueblada en El Uro,"$99,000",2000 m²,Col. El Uro
Renta,Zona Tec -Departamento de 1 Recamara con excelentes amenidades,"$22,000",,Lth
Renta,Departamento Amueblado en Centro de Guadalupe Nuevo Leon,"$19,500",,Guadalupe
Renta,"Departamento en renta amueblado, Valle oriente","$150,000",,La Muralla
Renta,Se Renta Deapartamento,"$7,500",,Los Sauces 2o Sector
Renta,Departamento en RENTA equipado en buena zona de Monterrey.,"$11,000",100 m²,Centrika
Renta,LOFTS EN RENTA ZONA DEL VALLE,"$17,000",,San Pedro Garza García
Renta,Casa - Francisco I Madero,"$22,000",,Centro
Renta,Casa - Privadas Del Parque,"$12,000",,Titan S.a.
Renta,CASA EN RENTA,"$12,000",,Las Lomas Sector Bosques
Renta,CASA EN RENTA EN LOMAS DE SANTA CECILIA MONTERREY,"$6,500",90 m²,Lomas de Santa Cecilia
Renta,DEPARTAMENTO EN RENTA VALLE PONIENTE ZONA SANTA CATARINA,"$36,000",,Santa Catarina
Renta,CASA RENTA AMUEBLADA APODACA NL,"$13,000",120 m²,N.L.
Renta,CF1125 OFICINAS EN RENTA COL. OBRERA MONTERREY,"$13,000",,Obrera
Renta,"PRO1357 Departamentos en Renta, Fuentes del Valle en San Pedro Garza Garcia","$18,000",,Fuentes del Valle
Renta,Departamentos Renta San Pedro Garza García Zona Valle 27-DR-2709,"$38,000",150 m²,Zona Jerónimo Siller
Renta,Departamentos Renta Monterrey Zona Obispado 24-DR-4849,"$34,915",35 m²,Centro
Renta,DEPARTAMENTOS AMUEBLADOS EN RENTA - Garza sada 1892 - TEC - CONTRY,"$11,502",,Sin Nombre de Col 42
Renta,"PRO1039 Departamentos en Renta, San Jeronimo en Monterrey","$19,000",,San Jerónimo
Renta,DEPARTAMENTO DE LUJO VISTA HERMOSA 2,"$24,500",,Monterrey
Renta,Departamentos Renta San Pedro Garza García Zona Fuentes del Valle 24-DR-4036,"$17,000",2000 m²,El Obispo
