compra_renta,tipo,precio,superficie,municipio
Renta,Departamentos Renta Monterrey Zona Obispado 24-DR-4850,"$38,913",35 m²,Centro
Renta,Departamentos Renta San Pedro Garza García Zona Valle 24-DR-4036,"$18,000",2000 m²,Fuentes del Valle
Renta,Casa en renta en Valle de Huinalá Apodaca Nuevo León a 5 min de Metalsa,"$6,000",105 m²,Valle de Huinala ÌII
Renta,DEPARTAMENTO EN VENTA EN TORRE NAVE APODACA NL,"$2,200,000",,El Milagro
Renta,DEPARTAMENTO EN RENTA SEMIEQUIPADO MITRAS NORTE,"$18,500",,Mitras Centro
Renta,Departamentos Renta Monterrey Zona Obispado 24-DR-4851,"$43,463",35 m²,Centro
Renta,Departamentos Renta San Pedro Garza García Zona Valle 27-DR-2965,"$38,000",150 m²,Zona Jerónimo Siller
Renta,Departamentos Renta San Pedro Garza García Zona Valle 27-DR-3415,"$75,000",201 m²,Santa Fe
Renta,Departamentos Renta San Pedro Garza García Zona Valle 27-DR-3416,"$75,000",201 m²,Zona San Agustín
Renta,Departamentos Renta San Pedro Garza García Zona Valle 27-DR-3421,"$25,800",100 m²,Zona Jerónimo Siller
Renta,Departamento en renta amueblado y equipado en Valle Poniente ID 27 DR  3776 Ideal para ejecutivos,"$17,800",60 m²,Santa Catarina
Renta,Departamentos Renta Monterrey Zona San Jerónimo 27-DR-3770,"$23,000",160 m²,San Jerónimo 2o. Sector
Renta,Departamentos Renta Monterrey Zona Centro 33-DR-783,"$20,000",66 m²,Regina
Renta,CASA EN RENTA semi AMUEBLADA ELITE SAN FRANCISCO JUAREZ,"$7,000",90 m²,N.L.
Renta,CASA EN RENTA  CUMBRES SEXTO D,"$24,000",190 m²,Cumbres Elite 7o. Sector
Renta,Casa  en Renta Calzadas de Anáhuac,"$17,000",,N.L.
Renta,SUITES INDIVIDUALES EQUIPADAS EN RENTA EN FUENTES DEL VALLE,"$17,000",,Fuentes del Valle
Renta,SUITES AMUEBLADAS EN RENTA EN FUENTES DEL VALLE,"$17,500",,Del Valle
Renta,"Casa en renta, Privada Cumbres, Sector Lomas","$30,000",130 m²,N.L.
Renta,Espectacular Casa en Renta,"$140,000",3497 m²,Centro
Renta,CASA EN RENTA RINCÓN DE LA SIERRA DOMINIO CUMBRES,"$15,000",,Dominio Cumbres
Renta,CASA EN RENTA EN PUERTA DE HIERRO,"$17,000",135 m²,Monterrey
Renta,Se renta casa en las lomas,"$10,000",,Las Lomas Sector Bosques
Renta,Casas Renta Apodaca Zona Apodaca 24-CR-6459,"$22,500",165 m²,Cd Apodaca
Renta,CASA EN RENTA APODACA EX HACIENDA SAN FRANCISCO,"$6,900",90 m²,Ex Hacienda San Francisco
Renta,Casa en renta Valle Azul Apodaca Nuevo León lista para habitar,"$8,500",112 m²,Valle Azul
Renta,Casa en renta en Valle Azul Apodaca amueblada ideal para 5 personas,"$12,500",105 m²,Valle Azul
Renta,"Casa en Renta Amueblada Santoral 4 habitaciones, García","$23,000",,N.L.
Renta,DEPARTAMENTO COLONIA DOCTORES TORRE VIVERO MONTERREY.,"$24,200",,Monterrey
Renta,Casa en renta en Col. Florida,"$12,000",,La Florida
Renta,CASA EN RENTA EN COL. CENTRIKA EN MONTERREY,"$13,000",,Centrika
Renta,Casa en Renta Colonia Cerradas de Anahuac Escobedo N.L.,"$13,500",105 m²,Cerrada de Anáhuac Residencial
Renta,"RENTA CASA LOS RINCONES RESIDENCIAL, ESCOBEDO $10,000","$10,000",115 m²,Sin Nombre de Col 15
Renta,CASA EN RENTA EN ALTABRISA APODACA NL,"$13,500",119 m²,Cd Apodaca
Renta,PENTHOUSE EN RENTA O VENTA EN MICROPOLIS MONTERREY,"$65,000",,Más Palomas (Valle de Santiago)
Renta,CASA EN RENTA EN JACARANDAS APODACA NL,"$18,500",,Jacarandas
Renta,Se Renta Departamento,"$6,800",30 m²,Casco Urbano
Renta,CASA EN RENTA cerca valle verde LOS CEDROS MONTERREY,"$30,000",360 m²,Los Cedros
Renta,CASA EN RENTA cerca DOMINIO CUMBRES PRIVALIA CUMBRES GARCIA,"$14,500",119 m²,Privalia Cumbres
Renta,"Departamento en renta en Amo Living Monterrey, Nuevo León","$18,500",,Mitras Centro
Renta,"Departamento en renta en Amo Living, Mitras Centro, Monterrey Nuevo León","$20,000",,Mitras Centro
Renta,"Casa en renta en Privadas Borneo, Apodaca, Nuevo León","$15,500",120 m²,Moderno Apodaca II
Renta,Departamento en Renta en Linda Vista,"$18,000",,Torres de Linda Vista
Renta,"Casa Amueblada y Equipada para Empresas, Dream Lagoons Apodaca NL","$17,500",120 m²,Cd Apodaca
Renta,"Casa en Renta, Privadas Lindora, Escobedo N.L.","$14,500",120 m²,Privadas de Anáhuac Sector Irlandes
Renta,CASA EN RENTA AMUEBLADA COLONIA DEL VALLE SAN PEDRO,"$180,000",400 m²,Del Valle
Renta,"CASA EN RENTA EN COL. ALMERIA, APODACA . MUY CERCA DEL AEROPUERTO !!!","$14,000",120 m²,Mirador del Topo - Fundadores
Renta,DEPARTAMENTO EN RENTA EL LECHUGAL SANTA CATARINA,"$22,500",,El Lechugal
Renta,Departamento tipo loft en RENTA Torre LATITUD  VALLE ORIENTE San Pedro Monterrey,"$20,760",,Ampliación Valle del Mirador
Renta,Casa en Renta Puerta de Hierro Monterrey,"$23,000",,Monterrey
Renta,1 Recamara centro de Monterrey con excelentes amenidades,"$19,027",,Centro
Renta,Departamento en Renta Amueblado en Nave 01 Apodaca Nuevo León,"$14,000",,Cd Apodaca
Renta,Departamento en Renta Amueblado en Living San Nicolas,"$17,000",,San Nicolás de los Garza
Renta,Departamento en Renta de lujo en Saqqara sin muebles San Pedro,"$150,000",,Zona Santa Engracia
Renta,Departamento en renta amueblado en kyo constella.,"$16,000",,Industrial
Renta,"Departamento en Renta, equipado, en Kyo Constella","$15,000",,Acero
Renta,"Casa en Renta Bello Amanecer, Guadalupe, N.L.","$8,000",112 m²,Bello Amanecer Residencial
Renta,Loft en Renta en Nexxus Cristal Escobedo N.L.,"$7,500",,Nexxus Secc Rubí
Renta,Departamento en Historicah de 3 Recámaras,"$27,000",,Centro
Renta,Departamento Renta  Sin Muebles Saqqara  Valle del campestre  San  Pedro Garza,"$65,000",,Zona Santa Engracia
Renta,Casa en Renta Amueblada  PARA EMPRESA  Dream Lagoons,"$18,500",148 m²,Pueblo Nuevo V
Renta,Departamento  en renta  en linda vista  guadalupe nuevo leon,"$10,000",,Torres de Linda Vista
Renta,"Casa Renta en Fraccionamiento Privado Cerradas de Casa Blanca,  San Nicolas","$14,500",,Palmas Diamante
Renta,Departamento en Crystal Lagoons  para ejecutivo en Renta Apodaca N.L,"$20,000",,Dream Lagoons
Renta,"Casa en Renta en Privadas de Anánáhuac,  Sector Irlandés, Escobedo","$13,500",120 m²,Privadas de Anáhuac Sector Irlandes
Renta,Casa en renta sin muebles en Anahuac la pergola,"$12,000",119 m²,N.L.
Renta,Departamento en Renta Torre Luz,"$19,000",,Mitras Centro
Renta,Departamento en Renta en San Jerónimo.,"$15,000",,Colinas de San Jerónimo
Renta,Departamento en Renta en Valle de San Carlos frente a SORIANA STO DOMINGO,"$5,500",,Sin Nombre de Col 17
Renta,"Casa en Renta, Apodaca, Nuevo León","$16,000",135 m²,Cd Apodaca
Renta,DEPARTAMENTO EN RENTA  EQUIPADO EN TORRE CALIZA DISTRITO DOMO,"$19,000",,El Lechugal
Renta,DEPARTAMENTO EN RENTA EN TORRE NAVE 01 APODACA NL,"$15,000",,El Milagro
Renta,"PRO5500 Casas en Renta, Terrazas en Guadalupe","$12,000",105 m²,Lomas de San Roque
Renta,CASA EN RENTA EN SAN NICOLAS,"$8,500",,Constituyentes de Queretaro 5o Sector
Renta,Casas Renta Apodaca Zona Apodaca 69-CR-2235,"$8,000",102 m²,N.L.
Renta,Casas Renta Apodaca Zona Apodaca 69-CR-2248,"$11,000",141 m²,Hacienda Las Palmas II
Renta,Fracc. Vistancia Residencial -CARRETERA NACIONAL- Casa en Renta Monterrey Zona Sur,"$27,000",200 m²,Vistancia
Renta,"Departamento en Renta -MUY CERCA DEL TEC DE MONTERREY - Col. Paraíso, Gpe.","$8,900",,Paraíso
Renta,"Departamento en Renta -MUY CERCA DEL TEC DE MONTERREY - Col. Paraíso, Gpe.","$10,900",,Paraíso
Renta,Los Castaños Privada Residencial -Casa en Renta/Venta- CENTRO DE APODACA N.L.,"$11,700",140 m²,Cd Apodaca
Renta,Col. Vistancia del Vergel -CARRETERA NACIONAL- Casa en Venta/Renta Monterrey Zona Sur,"$42,500",210 m²,Monterrey
Renta,Katavia Residencial -CASA NUEVA EN RENTA- Rinconada Colonial en Apodaca Fracc. Privado,"$14,000",,N.L.
Renta,Carolco Residencial -CARRETERA NACIONAL- Casa en Renta Monterrey Zona Sur,"$40,000",250 m²,Monterrey
Renta,"Departamento Amueblado en Renta - Metropolitan Center, Zona San Agustín en San Pedro","$55,000",,Santa Fe
Renta,"Departamento en Renta, Col. Cumbres 5to Sector en Monterrey N.L.","$10,500",,Cumbres Elite 7o. Sector
Renta,"METROPOLITAN CENTER - Departamento en Renta, San Pedro Garza García 126 m2","$45,000",,Santa Fe
Renta,LOMAS DEL ROSARIO,"$168,000",1077 m²,Lomas del Rosario
Renta,CASA EN RENTA EN CUMBRES MONTICELLO,"$15,600",120 m²,Dominio Cumbres
Renta,"Casa en Renta, Monterrey, Nuevo León","$18,000",133 m²,Cumbres Madeira
Renta,Departamento En Renta Centro Monterrey,"$20,500",113 m²,Centro
Renta,CASA EN RENTA EN LAS HADAS CERCA DE AVE CONCORDIA ESCOBEDO NL,"$12,000",90 m²,Las Hadas
Renta,CASA EN RENTA EN CUMBRES PROVENZA SECTOR TERRA 3 DOMINIO CUMBRES,"$12,000",112 m²,Dominio Cumbres
Renta,CASA AMUEBLADA EN RENTA EN CUMBRES ELITE SECTOR VILLAS,"$25,000",144 m²,"Cumbres Elite, Sector Villas"
Renta,CASA EN VENTA EN FRACCIONAMIENTO LOS COMETAS JUAREZ NL,"$620,000",97 m²,Arboledas de San Roque
Renta,Departamento en Renta Monterrey Centro,"$9,000",,Maria Luisa
Renta,Departamento loft en RENTA Torre La Capital zona centro Monterrey,"$14,050",,Centro
Renta,CASA EN RENTA pet friendly CERRADAS DE CUMBRES MONTERREY,"$14,600",129 m²,Cerradas de Cumbres
Renta,CASA EN RENTA EN LOS PARQUES DIAMANTE GARCIA,"$5,000",80 m²,Parques Diamante
Renta,CASA EN RENTA AMUEBLADA SANTA CECILIA 2o SECTOR SANTA CATARINA,"$11,500",112 m²,Sta Cecilia
Renta,CUARTOS EN COLIVING EN RENTA EN VALLE DEL NOGALAR SAN NICOLAS,"$5,000",,Valle del Nogalar
Renta,Casa en Renta Cumbres San Agustín 1er. Sector,"$12,000",,Cumbres San Agustín
Renta,RENTA DEPTO PLANTA ALTA MITRAS NORTE ESTUDIANTES,"$10,500",90 m²,Mitras Nte.
Renta,DEPARTAMENTO LOS NOGALES,"$120,000",,Del Valle
Renta,DEPARTAMENTO  TORRE DEL ANGEL,"$150,000",,Valle de San Angel Sector Francés
Renta,DEPARTAMENTO EN RENTA TORRE SOFIA,"$150,000",,Valle del Campestre
Renta,CASA EN RENTA PRIVADA CODORNICES EN SAN PEDRO GARZA GARCIA N.L.,"$100,000",488 m²,Zona La Cima
Renta,Casa en Renta. - Bosques del Poniente SANTA CATARINA,"$16,000",120 m²,Bosques del Poniente
Renta,"Casa en condominio en renta en Puerta de Anáhuac, General Escobedo, Nuevo León","$12,500",125 m²,Cd Gral Escobedo
Renta,"DEPARTAMENTOS RENTA ,GUADALUPE,N.L.","$16,000",,Guadalupe
Renta,"CASA EN RENTA EN PASEO DE CUMBRES, MONTERREY, N.L.","$14,000",,Cumbres Elite 7o. Sector
Renta,LOFT EN RENTA  COLONIA LOMAS (CHEPEVERA,"$8,500",,Lomas
Renta,CASA EN RENTA RINCON DE LA PRIMAVERA ZONA MONTERREY SUR,"$22,500",200 m²,Rincon De La Primavera
Renta,"DEPARTAMENTO LATITUD EN VALLE ORIENTE, SAN PEDRO GARZA GACÍA","$19,500",75 m²,Valle Oriente
Renta,"Departamento en Renta en Kyo Aluna, Monterrey Centro","$22,000",,Centro
Renta,CASA EN RENTA AMUEBLADA EN MONTERREY POR BARRAGAN,"$17,500",200 m²,Lomas de Anáhuac
Renta,RENTA DE DEPARTAMENTO EN PRIVADA CUMBRES,"$11,500",,Estrella
Renta,CASA EN RENTA EN COL. MITRAS CENTRO EN MONTERREY,"$20,000",,Mitras Centro
Renta,CASA EN RENTA BOSQUES DE LAS CUMBRES 1er SECTOR,"$30,000",,Bosques de Las Cumbres
Renta,Deparatmento Loft con excelentes amenidades,"$14,700",,Centro
Renta,"DEPARTAMENTO EN RENTA COMPLETAMENTE AMUEBLADO EN BOSQUES DE LA PASTORA, GPE, NL","$15,000",,Bosques de La Pastora 2o Sector
Renta,Casas Renta Juárez Zona Juárez 40-CR-6766,"$7,000",90 m²,Portal de Juarez
Renta,"Exclusivo departamento céntrico, nuevo, amplio y muy iluminado.-84003","$23,000",,Acero
Renta,Departamento en renta Nueva Lindavista Guadalupe Nuevo León Equipado,"$10,000",,Nueva Linda Vista
Renta,Departamento en Renta Zona Cumbres,"$7,000",1 m²,Villa Dorada
Renta,DEPARTAMENTO EN RENTA EN FUENTES DEL VALLE,"$30,000",,Fuentes del Valle Sector 7
Renta,VALLE DEL CAMPESTRE,"$110,000",,Valle del Campestre
Renta,"RENTA DE CASA FUENTES DE ANAHUAC, EN SAN NICOLAS DE LOS GARZA, NUEVO LEON.","$12,000",,Fuentes de Anáhuac
Renta,CASA EN RENTA AMUEBLADA MONTERREY NUEVO LEON EX HACIENDA EL ROSARIO,"$9,500",102 m²,N.L.
Renta,"DEPARTAMENTO EN RENTA CUMBRES 1ER. SECTOR,MONTERREY,N.L.","$16,500",,Cumbres 1º Sector
Renta,CASA RENTA APODACA,"$9,500",,Col. Ventura de Asis II
Renta,DEPARTAMENTO EN RENTA BAKARA,"$23,000",,Santa María
Renta,"RENTA DEPARTAMENTO AMUEBLADO, APODACA","$18,500",,El Milagro
Renta,"CASA RENTA  FRACC. BOSQUE BOREAL,APODACA","$9,000",,Real Hacienda de Huinala
Renta,CASA RENTA BOSQUES DEL CONTRY EN GUADALUPE,"$23,000",,Bosques del Contry Sector B-5
Renta,"CASA EN RENTA COL. RESERVA SAN FRANCISCO, APODACA, N.L.","$12,500",,Cd Apodaca
Renta,"DEPARTAMENTOS RENTA ,GUADALUPE,N.L.","$16,000",,Guadalupe
Renta,"DEPARTAMENTO RENTA COL. CHEPEVERA,MONTERREY","$23,000",,Chepevera
Renta,"CASA EN RENTA EN URBIQUINTA MONTECARLO, SAN NICOLAS DE LOS GARZA","$12,500",,Residencial 1er Sector
Renta,RENTA DE CASA COMPARTIDA,"$3,500",,La Conquista
Renta,"Casa en Renta, Monterrey, Nuevo León","$22,000",144 m²,Centro
Renta,DEPARTAMENTO EN RENTA AMUEBLADO ESCOBEDO,"$11,000",,Escobedo Residencial
Renta,Bonita  Casa en Renta  Cumbres Elite Premier,"$23,000",156 m²,N.L.
Renta,Casa en Renta Semiamueblada Residencial Santa Sofia Apodaca,"$10,400",,Privalia Huinalá
Renta,"CUARTO EQUIPADO EN RENTA SAN PEDRO, GARZA GARCIA, N.L.","$10,000",,Valle del Seminario 2o Sector
Renta,Casa en renta Cerradas Ambar Apodaca NL,"$12,000",90 m²,Moderno Apodaca II
Renta,Casa en renta Las Palmas Apodaca,"$8,000",90 m²,Titan S.a.
Renta,RENTA CASA JARDINES DE CANADA ESCOBEDO,"$10,000",90 m²,Jardines del Cañada
Renta,"CASA EN RENTA  JARDINES DEL CANADA, ESCOBEDO, N.L.","$12,500",90 m²,Jardines del Cañada
Renta,"CASA EN RENTA EN LA LUZ, GUADALUPE, N.L.","$13,500",,La Luz
Renta,Departamentos Renta San Pedro Garza García Zona Valle 33-DR-770,"$100,000",350 m²,Jerónimo Siller
Renta,Departamentos Renta Monterrey Zona Mitras 69-DR-2225,"$18,500",75 m²,Mitras Centro
Renta,Departamentos Renta Monterrey Zona Centro 01-DR-11626,"$13,500",30 m²,Maria Luisa
Renta,Casa en Renta Dream Lagoons Apodaca NL,"$13,000",113 m²,Cd Apodaca
Renta,"RENTA DE CASA FRACCIONAMIENTO LOMBARDIA RESIDENCIAL, EN APODACA, N.L.","$13,500",,Cd Apodaca
Renta,"RENTA DE CASA FRACCIONAMIENTO MANDARA, EN GARCIA, NUEVO LEON.","$9,000",,Los Parques Residencial
Renta,"CASA EN RENTA EN CUMBRES 2DO.SECTOR, EN MONTERREY, N.L.","$80,000",,Cumbres Elite 7o. Sector
Renta,Penthouse en renta en Col. Brisas,"$25,000",,Las Brisas 3o. Sector
Renta,RENTA DE CASA VALLE LA RIOJA APODACA,"$13,500",194 m²,Valle La Rioja
Renta,RENTA DEPARTAMENTO AMUEBLADO EN VALLE SAN PEDRO SPGG,"$120,000",300 m²,Del Valle
Renta,Departamento en renta en Cumbres 3 sector al poniente de Monterrey Nuevo Leon,"$9,000",,Cumbres 2o. Sector Secc C
Renta,Casa en Venta en Paseos de la Herradura,"$45,000",325 m²,Cd Apodaca
Renta,Renta Departamento  Torre Kyo  Constella,"$15,000",,Centro
Renta,Departamentos Renta Monterrey  69-DR-2231,"$20,000",79 m²,Centro
Renta,Casa en Renta Las Hadas Escobedo N.L,"$10,500",,Las Hadas
Renta,CASA HABITACION EN RENTA EN ESCOBEDO NL COL. PRIVADAS DEL CANADA / SECTOR ONTARIO /PRIVADA/ESQUINA/,"$19,500",168 m²,Cd Gral Escobedo
Renta,DEPARTAMENTO AMUEBLADO EN RENTA EN TORRE CENTRIKA ELITE MONTERREY NUEVO LEON,"$22,000",99 m²,Centrika
Renta,Casas Renta Guadalupe Zona Guadalupe 69-CR-2236,"$8,500",105 m²,Jardines de Andalucía
Renta,"Departamento en Renta, Monterrey, Nuevo León","$29,800",1 m²,Centro
Renta,"Departamento en Renta, Monterrey, Nuevo León","$13,811",1 m²,Centro
Renta,"Departamento en Renta, Monterrey, Nuevo León","$19,023",1 m²,Centro
Renta,"Casa en Renta, Monterrey, Nuevo León","$60,000",150 m²,Centro
Renta,"Casa en Renta, Monterrey, Nuevo León","$19,500",178 m²,Centro
Renta,Renta casa en la Encomienda,"$23,000",,N.L.
Renta,Hermosa quinta Portal del Norte,"$32,500",500 m²,Portal de Zuazua
Renta,Loft en Renta en San Pedro,"$17,000",40 m²,Del Valle
Renta,Departamentos Renta San Pedro Garza García Zona Valle 69-DR-2240,"$23,000",62 m²,Haciendas de La Sierra
Renta,Renta Departamento en Torre Luzia,"$28,000",,Centro
Renta,"Departamento en Renta, San Pedro Garza García, Nuevo León","$29,380",1 m²,Valle Oriente
Renta,"Departamento en Renta, San Pedro Garza García, Nuevo León","$22,800",1 m²,Valle Oriente
Renta,"Departamento en Renta, San Pedro Garza García, Nuevo León","$24,100",1 m²,Valle Oriente
Renta,LA NUBE,"$87,000",,Valle del Campestre
Renta,"Casa en Renta, Puerta de Hierro, Monterreyu, Nuevo Leon con alberca en terreno excedente","$30,000",300 m²,Monterrey
Renta,Casa en renta en Nuevo Repueblo Monterrey Nuevo Leon Distrito Tec Garza Sada,"$35,000",439 m²,Nuevo Repueblo
Renta,"Casa en renta, Bosques de las lomas, García, Nuevo León","$13,500",126 m²,Las Lomas Sector Bosques
Renta,Casa con excelentes acabados en Fraccionamiento La Morada Residencial-81524,"$13,550",,Sin Nombre de Col 10
Renta,"Departamento a estrenar de 1 habitación, ubicado en Monterrey Nuevo León-82810","$13,000",,Centro
Renta,Departamentos en Renta Tec Monterrey,"$8,500",,Tecnológico
Renta,Departamento en RENTA Nuevo Sur cerca de tec de monterrey,"$22,000",,Ladrillera
Renta,Casa en Renta Lagos del Vergel,"$55,000",360 m²,Campestre Bugambilias
Renta,Amplia casa en esquina y con terreno excedente en zona Cumbres.-82313,"$13,550",,Las Lomas Sector Jardines
Renta,"Estrena casa en García, cerca de avenida importante y centro comercial.-82857","$4,500",,N.L.
Renta,"Departamento a estrenar de 1 habitación, ubicado en Monterrey Nuevo León-82813","$13,000",,Centro
Renta,Estrena Departamento 2 habitación en Monterrey Nuevo Leon-82814,"$16,000",,Centro
Renta,"Espectacular casa nueva con excelentes acabados, muy iluminada.-83340","$11,400",,Real Hacienda de Huinala
Renta,"Departamento de 3 recámaras, ubicado en San Jerónimo Sector Cumbres-Mty NL-83571","$22,500",,San Jerónimo Sector Cumbres
Renta,"Departamento de 3 recámaras,ubicado en San Jerónimo Sector Cumbres,Mty NL-82808","$22,500",,San Jerónimo Sector Cumbres
Renta,"Departamento a estrenar de 2 habitación, ubicado en Monterrey Nuevo León-82815","$16,000",,Centro
Renta,DEPARTAMENTO EN RENTA EN LIVING SAN NICOLAS MONTERREY NL,"$16,000",,San Nicolás de los Garza
Renta,Renta Departamento  amueblado en Albana Linda Vista,"$22,000",,Guadalupe
Renta,Departamentos Renta Guadalupe  40-DR-6765,"$18,000",94 m²,Ribera de La Purísima
Renta,DEPARTAMENTO EN RENTA EN COL. CENTRO EN MONTERREY,"$16,500",,Industrial
Renta,"Departamento en Renta, Torre La Meseta, Residencial Dinastía","$24,000",,Dinastía
Renta,CASA PARA OFICINA EN RENTA REMODELADA ZONA MITRAS CENTRO MONTERREY NUEVO LEON,"$30,000",200 m²,Mitras Centro
Renta,CASA EN RENTA EN COL. CUMBRES 2 SECTOR,"$19,500",,Cumbres 2o. Sector Secc C
Renta,Se Renta Casa de 1 piso sobre avenida principal en Santa Catarina,"$6,200",90 m²,Real del Valle 1 Sector
Renta,DEPARTAMENTO TIPO LOFT EN RENTA FUENTES DEL VALLE ZONA SAN PEDRO GARZA GARCÍA,"$18,000",,Fuentes del Valle
Renta,DEPARTAMENTO EN RENTA FUENTES DEL VALLE ZONA SAN PEDRO GARZA GARCÍA,"$18,000",,Fuentes del Valle Sector 7
Renta,"Casa - Renta - Villas Del Mirador- Santa Catarina, Nuevo León","$9,500",,Villas del Mirador
Renta,Renta Departamento en multifamiliar con buena ubicación en Monterrey para estar cerca del centro ...,"$13,000",97 m²,Centrika
Renta,DEPARTAMENTO EN RENTA AMUEBLADO ESCOBEDO,"$11,000",,Escobedo Residencial
Renta,"Casa en Renta Amueblada Santoral 4 habitaciones, García","$23,000",,N.L.
Renta,CARRETERA NACIONAL CASA EN RENTA O VENTA RESIDENCIAL CLUB DE GOLF LA HERRADURA.,"$55,000",620 m²,Sin Nombre de Col 51
Renta,Casa En Renta Privada Andalucia,"$11,500",1 m²,Jardines de Andalucía
Renta,Casa Renta Privada Masai,"$10,000",1 m²,Cd Cnop
Renta,Bodega en Renta Col Mirasol,"$26,000",250 m²,Mirasol 1o.
Renta,Casa en Renta en Privada los Alebrijes Escobedo,"$9,900",119 m²,Parque Industrial Escobedo
Renta,Departamentos Renta Guadalupe Zona Guadalupe 40-DR-5790,"$16,000",94 m²,Torres de Linda Vista
Renta,Casas Renta Juárez Zona Juárez 40-CR-5871,"$5,500",90 m²,Fracc Paseo Andaluz
Renta,Departamentos Renta Guadalupe Zona Guadalupe 40-DR-6144,"$18,000",94 m²,Torres de Linda Vista
Renta,Departamentos Renta Monterrey Zona San Jerónimo 40-DR-6277,"$25,000",120 m²,Vista Hermosa
Renta,Quintas Renta Santiago  40-QR-6305,"$32,000",2259 m²,Viento Libre
Renta,Departamentos Renta Monterrey Zona Cumbres 69-DR-2109,"$8,000",75 m²,Valle de Infonavit
Renta,Departamentos Renta Monterrey Zona Cumbres 69-DR-2123,"$15,500",90 m²,Monterrey
Renta,Casas Renta Apodaca Zona Apodaca 69-CR-2165,"$10,600",122 m²,N.L.
Renta,Casas Renta San Pedro Garza García  69-CR-2226,"$41,000",396 m²,Del Valle
Renta,Departamentos Renta Santa Catarina Zona Santa Catarina 06-DR-6314,"$34,000",110 m²,Ventanas a la Huasteca
Renta,Departamentos Renta Santa Catarina Zona Santa Catarina 06-DR-6569,"$7,500",45 m²,Montenegro
Renta,Residencia en Colinas de San Jerónimo,"$60,000",333 m²,Colinas de San Jerónimo 5o. Sector
Renta,"Quinta en venta, El Barrial, Carretera Nacional - Santiago","$39,000",3000 m²,De Huajuquito
Renta,Casa en Renta en Carolco Residencial.,"$44,500",280 m²,Monterrey
Renta,Casa En Renta en la colonia alta Vista Invernadero,"$30,000",,Alta Vista Invernadero
Renta,Casas Renta García Zona García 01-CR-11625,"$15,500",120 m²,N.L.
